EnglishDate,NepaliDate,Max,Min,Wind,Rain,Humidity,Cloud,Pressure
14/07/2023,29/03/2080,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
15/07/2009,31/03/2066,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
15/07/2010,31/03/2067,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
15/07/2011,31/03/2068,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
15/07/2012,31/03/2069,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
15/07/2013,31/03/2070,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
15/07/2014,31/03/2071,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
15/07/2015,30/03/2072,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
15/07/2016,31/03/2073,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
15/07/2017,31/03/2074,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
15/07/2018,31/03/2075,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
15/07/2019,30/03/2076,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
15/07/2020,31/03/2077,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
15/07/2021,31/03/2078,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
15/07/2022,31/03/2079,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
15/07/2023,30/03/2080,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
16/07/2009,1/4/2066,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
16/07/2010,2067-3-32,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
16/07/2011,2068-3-32,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
16/07/2012,1/4/2069,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
16/07/2013,1/4/2070,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
16/07/2014,2071-3-32,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
16/07/2015,31/03/2072,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
16/07/2016,1/4/2073,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
16/07/2017,1/4/2074,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
16/07/2018,2075-3-32,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
16/07/2019,31/03/2076,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
16/07/2020,1/4/2077,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
16/07/2021,1/4/2078,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
16/07/2022,2079-3-32,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
16/07/2023,31/03/2080,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
17/07/2009,2/4/2066,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
17/07/2010,1/4/2067,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
17/07/2011,1/4/2068,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
17/07/2012,2/4/2069,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
17/07/2013,2/4/2070,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
17/07/2014,1/4/2071,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
17/07/2015,1/4/2072,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
17/07/2016,2/4/2073,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
17/07/2017,2/4/2074,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
17/07/2018,1/4/2075,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
17/07/2019,1/4/2076,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
17/07/2020,2/4/2077,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
17/07/2021,2/4/2078,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
17/07/2022,1/4/2079,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
17/07/2023,1/4/2080,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
18/07/2009,3/4/2066,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
18/07/2010,2/4/2067,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
18/07/2011,2/4/2068,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
18/07/2012,3/4/2069,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
18/07/2013,3/4/2070,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
18/07/2014,2/4/2071,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
18/07/2015,2/4/2072,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
18/07/2016,3/4/2073,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
18/07/2017,3/4/2074,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
18/07/2018,2/4/2075,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
18/07/2019,2/4/2076,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
18/07/2020,3/4/2077,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
18/07/2021,3/4/2078,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
18/07/2022,2/4/2079,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
18/07/2023,2/4/2080,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
19/07/2009,4/4/2066,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
19/07/2010,3/4/2067,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
19/07/2011,3/4/2068,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
19/07/2012,4/4/2069,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
19/07/2013,4/4/2070,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
19/07/2014,3/4/2071,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
19/07/2015,3/4/2072,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
19/07/2016,4/4/2073,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
19/07/2017,4/4/2074,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
19/07/2018,3/4/2075,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
19/07/2019,3/4/2076,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
19/07/2020,4/4/2077,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
19/07/2021,4/4/2078,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
19/07/2022,3/4/2079,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
19/07/2023,3/4/2080,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
20/07/2009,5/4/2066,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
20/07/2010,4/4/2067,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
20/07/2011,4/4/2068,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
20/07/2012,5/4/2069,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
20/07/2013,5/4/2070,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
20/07/2014,4/4/2071,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
20/07/2015,4/4/2072,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
20/07/2016,5/4/2073,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
20/07/2017,5/4/2074,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
20/07/2018,4/4/2075,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
20/07/2019,4/4/2076,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
20/07/2020,5/4/2077,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
20/07/2021,5/4/2078,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
20/07/2022,4/4/2079,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
20/07/2023,4/4/2080,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
21/07/2009,6/4/2066,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
21/07/2010,5/4/2067,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
21/07/2011,5/4/2068,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
21/07/2012,6/4/2069,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
21/07/2013,6/4/2070,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
21/07/2014,5/4/2071,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
21/07/2015,5/4/2072,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
21/07/2016,6/4/2073,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
21/07/2017,6/4/2074,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
21/07/2018,5/4/2075,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
21/07/2019,5/4/2076,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
21/07/2020,6/4/2077,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
21/07/2021,6/4/2078,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
21/07/2022,5/4/2079,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
21/07/2023,5/4/2080,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
22/07/2009,7/4/2066,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
22/07/2010,6/4/2067,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
22/07/2011,6/4/2068,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
22/07/2012,7/4/2069,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
22/07/2013,7/4/2070,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
22/07/2014,6/4/2071,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
22/07/2015,6/4/2072,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
22/07/2016,7/4/2073,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
22/07/2017,7/4/2074,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
22/07/2018,6/4/2075,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
22/07/2019,6/4/2076,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
22/07/2020,7/4/2077,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
22/07/2021,7/4/2078,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
22/07/2022,6/4/2079,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
22/07/2023,6/4/2080,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
23/07/2009,8/4/2066,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
23/07/2010,7/4/2067,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
23/07/2011,7/4/2068,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
23/07/2012,8/4/2069,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
23/07/2013,8/4/2070,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
23/07/2014,7/4/2071,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
23/07/2015,7/4/2072,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
23/07/2016,8/4/2073,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
23/07/2017,8/4/2074,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
23/07/2018,7/4/2075,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
23/07/2019,7/4/2076,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
23/07/2020,8/4/2077,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
23/07/2021,8/4/2078,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
23/07/2022,7/4/2079,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
23/07/2023,7/4/2080,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
24/07/2009,9/4/2066,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
24/07/2010,8/4/2067,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
24/07/2011,8/4/2068,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
24/07/2012,9/4/2069,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
24/07/2013,9/4/2070,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
24/07/2014,8/4/2071,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
24/07/2015,8/4/2072,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
24/07/2016,9/4/2073,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
24/07/2017,9/4/2074,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
24/07/2018,8/4/2075,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
24/07/2019,8/4/2076,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
24/07/2020,9/4/2077,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
24/07/2021,9/4/2078,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
24/07/2022,8/4/2079,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
24/07/2023,8/4/2080,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
25/07/2009,10/4/2066,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
25/07/2010,9/4/2067,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
25/07/2011,9/4/2068,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
25/07/2012,10/4/2069,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
25/07/2013,10/4/2070,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
25/07/2014,9/4/2071,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
25/07/2015,9/4/2072,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
25/07/2016,10/4/2073,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
25/07/2017,10/4/2074,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
25/07/2018,9/4/2075,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
25/07/2019,9/4/2076,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
25/07/2020,10/4/2077,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
25/07/2021,10/4/2078,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
25/07/2022,9/4/2079,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
25/07/2023,9/4/2080,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
26/07/2009,11/4/2066,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
26/07/2010,10/4/2067,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
26/07/2011,10/4/2068,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
26/07/2012,11/4/2069,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
26/07/2013,11/4/2070,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
26/07/2014,10/4/2071,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
26/07/2015,10/4/2072,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
26/07/2016,11/4/2073,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
26/07/2017,11/4/2074,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
26/07/2018,10/4/2075,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
26/07/2019,10/4/2076,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
26/07/2020,11/4/2077,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
26/07/2021,11/4/2078,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
26/07/2022,10/4/2079,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
26/07/2023,10/4/2080,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
27/07/2009,12/4/2066,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
27/07/2010,11/4/2067,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
27/07/2011,11/4/2068,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
27/07/2012,12/4/2069,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
27/07/2013,12/4/2070,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
27/07/2014,11/4/2071,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
27/07/2015,11/4/2072,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
27/07/2016,12/4/2073,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
27/07/2017,12/4/2074,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
27/07/2018,11/4/2075,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
27/07/2019,11/4/2076,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
27/07/2020,12/4/2077,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
27/07/2021,12/4/2078,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
27/07/2022,11/4/2079,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
27/07/2023,11/4/2080,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
28/07/2009,13/04/2066,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
28/07/2010,12/4/2067,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
28/07/2011,12/4/2068,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
28/07/2012,13/04/2069,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
28/07/2013,13/04/2070,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
28/07/2014,12/4/2071,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
28/07/2015,12/4/2072,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
28/07/2016,13/04/2073,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
28/07/2017,13/04/2074,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
28/07/2018,12/4/2075,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
28/07/2019,12/4/2076,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
28/07/2020,13/04/2077,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
28/07/2021,13/04/2078,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
28/07/2022,12/4/2079,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
28/07/2023,12/4/2080,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
29/07/2009,14/04/2066,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
29/07/2010,13/04/2067,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
29/07/2011,13/04/2068,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
29/07/2012,14/04/2069,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
29/07/2013,14/04/2070,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
29/07/2014,13/04/2071,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
29/07/2015,13/04/2072,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
29/07/2016,14/04/2073,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
29/07/2017,14/04/2074,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
29/07/2018,13/04/2075,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
29/07/2019,13/04/2076,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
29/07/2020,14/04/2077,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
29/07/2021,14/04/2078,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
29/07/2022,13/04/2079,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
29/07/2023,13/04/2080,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
30/07/2009,15/04/2066,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
30/07/2010,14/04/2067,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
30/07/2011,14/04/2068,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
30/07/2012,15/04/2069,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
30/07/2013,15/04/2070,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
30/07/2014,14/04/2071,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
30/07/2015,14/04/2072,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
30/07/2016,15/04/2073,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
30/07/2017,15/04/2074,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
30/07/2018,14/04/2075,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
30/07/2019,14/04/2076,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
30/07/2020,15/04/2077,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
30/07/2021,15/04/2078,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
30/07/2022,14/04/2079,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
30/07/2023,14/04/2080,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
1/8/2009,17/04/2066,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
1/8/2010,16/04/2067,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
1/8/2011,16/04/2068,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
1/8/2012,17/04/2069,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
1/8/2013,17/04/2070,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
1/8/2014,16/04/2071,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
1/8/2015,16/04/2072,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
1/8/2016,17/04/2073,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
1/8/2017,17/04/2074,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
1/8/2018,16/04/2075,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
1/8/2019,16/04/2076,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
1/8/2020,17/04/2077,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
1/8/2021,17/04/2078,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
1/8/2022,16/04/2079,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
1/8/2023,16/04/2080,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
2/8/2009,18/04/2066,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
2/8/2010,17/04/2067,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
2/8/2011,17/04/2068,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
2/8/2012,18/04/2069,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
2/8/2013,18/04/2070,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
2/8/2014,17/04/2071,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
2/8/2015,17/04/2072,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
2/8/2016,18/04/2073,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
2/8/2017,18/04/2074,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
2/8/2018,17/04/2075,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
2/8/2019,17/04/2076,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
2/8/2020,18/04/2077,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
2/8/2021,18/04/2078,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
2/8/2022,17/04/2079,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
2/8/2023,17/04/2080,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
